,num_hidden,heads,activation,feat_drop,attn_drop,negative_slope,loss_fcn,optimizer,score
239,4,1,relu,0.6,0.5,0.5,BCEWithLogitsLoss,RMSprop,0.15287967552951778
240,4,1,relu,0.6,0.6,0.01,BCEWithLogitsLoss,Adadelta,0.0015904651613576608
241,4,1,relu,0.6,0.6,0.01,BCEWithLogitsLoss,Adagrad,0.17763805438439276
242,4,1,relu,0.6,0.6,0.01,BCEWithLogitsLoss,Adam,0.19218490439633307
243,4,1,relu,0.6,0.6,0.01,BCEWithLogitsLoss,RMSprop,0.23351543317388979
244,4,1,relu,0.6,0.6,0.1,BCEWithLogitsLoss,Adadelta,0.1917252749180069
245,4,1,relu,0.6,0.6,0.1,BCEWithLogitsLoss,Adagrad,0.30836834410378766
246,4,1,relu,0.6,0.6,0.1,BCEWithLogitsLoss,Adam,0.29447321858589187
247,4,1,relu,0.6,0.6,0.1,BCEWithLogitsLoss,RMSprop,0.0603646612216726
248,4,1,relu,0.6,0.6,0.2,BCEWithLogitsLoss,Adadelta,0.21994390599374847
249,4,1,relu,0.6,0.6,0.2,BCEWithLogitsLoss,Adagrad,0.00029963294963669505
250,4,1,relu,0.6,0.6,0.2,BCEWithLogitsLoss,Adam,0.3432785392841892
251,4,1,relu,0.6,0.6,0.2,BCEWithLogitsLoss,RMSprop,0.21731494373510854
252,4,1,relu,0.6,0.6,0.5,BCEWithLogitsLoss,Adadelta,0.2695689137094528
253,4,1,relu,0.6,0.6,0.5,BCEWithLogitsLoss,Adagrad,0.05215614531112642
254,4,1,relu,0.6,0.6,0.5,BCEWithLogitsLoss,Adam,0.22360311205415784
255,4,1,relu,0.6,0.6,0.5,BCEWithLogitsLoss,RMSprop,0.13903655276691057
256,4,1,elu,0.0,0.0,0.01,BCEWithLogitsLoss,Adadelta,0.09100871283571364
257,4,1,elu,0.0,0.0,0.01,BCEWithLogitsLoss,Adagrad,0.12172195999404914
258,4,1,elu,0.0,0.0,0.01,BCEWithLogitsLoss,Adam,0.0384597618321739
259,4,1,elu,0.0,0.0,0.01,BCEWithLogitsLoss,RMSprop,0.3168230707442744
260,4,1,elu,0.0,0.0,0.1,BCEWithLogitsLoss,Adadelta,0.2727666735414294
261,4,1,elu,0.0,0.0,0.1,BCEWithLogitsLoss,Adagrad,0.10799339778354161
262,4,1,elu,0.0,0.0,0.1,BCEWithLogitsLoss,Adam,0.14478837360952745
263,4,1,elu,0.0,0.0,0.1,BCEWithLogitsLoss,RMSprop,0.24413500197248594
264,4,1,elu,0.0,0.0,0.2,BCEWithLogitsLoss,Adadelta,0.013655780490904294
265,4,1,elu,0.0,0.0,0.2,BCEWithLogitsLoss,Adagrad,0.04444893035148684
266,4,1,elu,0.0,0.0,0.2,BCEWithLogitsLoss,Adam,0.3537602190603927
267,4,1,elu,0.0,0.0,0.2,BCEWithLogitsLoss,RMSprop,0.31699405298251937
268,4,1,elu,0.0,0.0,0.5,BCEWithLogitsLoss,Adadelta,0.16353666682200163
269,4,1,elu,0.0,0.0,0.5,BCEWithLogitsLoss,Adagrad,0.09828461644023603
270,4,1,elu,0.0,0.0,0.5,BCEWithLogitsLoss,Adam,0.03669801579549577
271,4,1,elu,0.0,0.0,0.5,BCEWithLogitsLoss,RMSprop,0.3168081932748435
272,4,1,elu,0.0,0.1,0.01,BCEWithLogitsLoss,Adadelta,0.0070667557792105685
273,4,1,elu,0.0,0.1,0.01,BCEWithLogitsLoss,Adagrad,0.059147907538903144
274,4,1,elu,0.0,0.1,0.01,BCEWithLogitsLoss,Adam,0.10721632752429452
275,4,1,elu,0.0,0.1,0.01,BCEWithLogitsLoss,RMSprop,0.3164253952085252
276,4,1,elu,0.0,0.1,0.1,BCEWithLogitsLoss,Adadelta,0.002156253881505403
277,4,1,elu,0.0,0.1,0.1,BCEWithLogitsLoss,Adagrad,0.09318880302132575
278,4,1,elu,0.0,0.1,0.1,BCEWithLogitsLoss,Adam,0.015501740995022916
279,4,1,elu,0.0,0.1,0.1,BCEWithLogitsLoss,RMSprop,0.2749908982692394
280,4,1,elu,0.0,0.1,0.2,BCEWithLogitsLoss,Adadelta,0.11032386602075447
281,4,1,elu,0.0,0.1,0.2,BCEWithLogitsLoss,Adagrad,0.2009890987306295
282,4,1,elu,0.0,0.1,0.2,BCEWithLogitsLoss,Adam,0.3761917923451301
