,0,1,2,3,4,5,6,7
104,10.0,SGD,100,CrossEntropyLoss(),0.5,"[2.698094805081686, 2.3317573467890425, 2.322400037447611, 2.324398803710937, 2.3159694353739417, 2.3196954131126404, 2.327077802022298, 2.3227136095364895, 2.338107021649678, 2.3178436915079748]",13.71,13.15
105,0.1,Adam,500,CrossEntropyLoss(),0.5,"[2.2816199262936907, 2.2734453479448953, 2.271647930145264, 2.270656108856201, 2.2718724807103476, 2.272050360838572, 2.2710088094075522, 2.272475878397624, 2.2704845865567527, 2.271560152371724]",15.65,17.89
106,0.1,RMSProp,500,CrossEntropyLoss(),0.5,"[2.3148875633875527, 2.2793475588162737, 2.276075303554535, 2.274072547753652, 2.2747566699981685, 2.2738205194473267, 2.2749677896499634, 2.27377587556839, 2.2728472352027893, 2.2723815639813743]",15.65,17.89
107,0.1,SGD,500,CrossEntropyLoss(),0.5,"[2.270229578018189, 2.2698624928792315, 2.269583523273468, 2.269382139046987, 2.269212305545807, 2.26909597714742, 2.269005755583445, 2.2689364751180015, 2.2688818176587424, 2.2688227693239846]",15.65,17.89
108,0.05,Adam,500,CrossEntropyLoss(),0.5,"[2.2726571361223855, 2.270383556683859, 2.269850512345632, 2.2697591185569763, 2.2697052756945295, 2.269392510255178, 2.2703103820482893, 2.2699788610140486, 2.269623915354411, 2.2708230813344317]",15.65,17.89
109,0.05,RMSProp,500,CrossEntropyLoss(),0.5,"[2.2890401681264243, 2.272750894228617, 2.2728652556737265, 2.271200557549794, 2.272335290908813, 2.270136078198751, 2.271237373352051, 2.271324396133423, 2.2719823320706687, 2.2707047263781233]",15.65,17.89
110,0.05,SGD,500,CrossEntropyLoss(),0.5,"[2.2690106034278865, 2.2689749598503113, 2.2689234217007956, 2.268905838330587, 2.268876791000366, 2.2688477039337163, 2.2688287496566772, 2.2688024640083313, 2.2687790195147195, 2.2687625487645464]",15.65,17.89
111,0.01,Adam,500,CrossEntropyLoss(),0.5,"[2.269465923309326, 2.268866837024689, 2.2688116828600564, 2.268750011920929, 2.268737216790517, 2.268855353196462, 2.268819510936737, 2.2687628467877707, 2.268887976805369, 2.2688705325126652]",15.65,17.89
112,0.01,RMSProp,500,CrossEntropyLoss(),0.5,"[2.271765391031901, 2.2697640657424927, 2.2694765925407414, 2.269253373146057, 2.269508997599284, 2.269487222035726, 2.2693459391593933, 2.269311447938283, 2.2692747712135315, 2.269242306550344]",15.65,17.89
113,0.01,SGD,500,CrossEntropyLoss(),0.5,"[2.2686015168825784, 2.2685999870300293, 2.2686002254486084, 2.2686010599136353, 2.2685959736506143, 2.268596867720286, 2.268597841262818, 2.268595516681671, 2.268597304821014, 2.2685987353324895]",15.65,17.89
114,0.001,Adam,500,CrossEntropyLoss(),0.5,"[2.268658041954041, 2.268619835376739, 2.268616517384847, 2.26861306031545, 2.2686017751693726, 2.2686073581377664, 2.2685965100924177, 2.2686130007108054, 2.268598059813182, 2.2686176896095276]",15.65,17.89
115,0.001,RMSProp,500,CrossEntropyLoss(),0.5,"[2.2689435283342996, 2.2687734762827554, 2.268688917160034, 2.268699129422506, 2.2686580816904702, 2.268654783566793, 2.2686878840128575, 2.2686750292778015, 2.2686607837677, 2.2686688899993896]",15.65,17.89
116,0.001,SGD,500,CrossEntropyLoss(),0.5,"[2.2685821453730264, 2.268581906954447, 2.268581926822663, 2.2685820062955218, 2.268582026163737, 2.2685822447141013, 2.268582065900167, 2.268581827481588, 2.268581887086232, 2.2685819069544477]",15.65,17.89
117,10.0,Adam,500,CrossEntropyLoss(),0.5,"[8.744215269883474, 6.682459870974223, 3.896859129269918, 2.8806473811467486, 2.4915747443834944, 2.355150163173675, 2.32362695535024, 2.318773329257965, 2.303559343020121, 2.3081417481104536]",15.65,17.89
118,10.0,RMSProp,500,CrossEntropyLoss(),0.5,"[79.6844916542371, 43.3193424542745, 25.769752184549965, 20.294816652933758, 15.05519715944926, 12.51859219868978, 13.505878686904907, 14.822046836217245, 15.069420258204143, 13.313766876856485]",7.9,7.32
119,10.0,SGD,500,CrossEntropyLoss(),0.5,"[7.190617481867472, 4.1867533922195435, 3.179922183354696, 2.4793896675109863, 2.2791094183921814, 2.280238032341004, 2.2807476719220476, 2.2782520055770874, 2.2763678431510925, 2.287254532178243]",15.65,17.89
120,0.1,Adam,1000,CrossEntropyLoss(),0.5,"[2.2767175436019897, 2.2741698821385703, 2.2707951068878174, 2.2714956998825073, 2.2695950269699097, 2.269863724708557, 2.269152283668518, 2.2700281143188477, 2.2699656883875527, 2.2694497505823774]",15.65,17.89
121,0.1,RMSProp,1000,CrossEntropyLoss(),0.5,"[2.3528145154317217, 2.2797985871632895, 2.274435043334961, 2.274989446004232, 2.2740192810694375, 2.2704650163650513, 2.272643049558004, 2.273925026257833, 2.273601134618123, 2.2717855374018354]",15.65,17.89
122,0.1,SGD,1000,CrossEntropyLoss(),0.5,"[2.270575920740763, 2.2703661918640137, 2.2701683839162192, 2.2700204054514566, 2.2698768377304077, 2.269747932751973, 2.26962673664093, 2.2695037126541138, 2.2694069147109985, 2.26931635538737]",15.65,17.89
123,0.05,Adam,1000,CrossEntropyLoss(),0.5,"[2.271305004755656, 2.270021359125773, 2.2696483929951983, 2.2690963347752886, 2.2692607243855796, 2.2691166003545127, 2.269058386484782, 2.268842101097107, 2.2693282763163247, 2.269270221392314]",15.65,17.89
124,0.05,RMSProp,1000,CrossEntropyLoss(),0.5,"[2.29365074634552, 2.272443493207296, 2.270945429801941, 2.271159291267395, 2.2720588843027754, 2.2708163261413574, 2.2709429264068604, 2.2719416220982867, 2.2725868622461953, 2.270248293876648]",15.65,17.89
125,0.05,SGD,1000,CrossEntropyLoss(),0.5,"[2.268868645032247, 2.268849492073059, 2.268837809562683, 2.268813212712606, 2.2688073714574175, 2.2687958478927612, 2.2687820593516035, 2.268772840499878, 2.2687582969665527, 2.2687480449676514]",15.65,17.89
126,0.01,Adam,1000,CrossEntropyLoss(),0.5,"[2.269206245740255, 2.268806179364522, 2.2687760194142657, 2.2687222560246787, 2.2687018314997354, 2.268727421760559, 2.2686564922332764, 2.26866336663564, 2.268702427546183, 2.2686729431152344]",15.65,17.89
127,0.01,RMSProp,1000,CrossEntropyLoss(),0.5,"[2.2714296181996665, 2.269630471865336, 2.2694912354151406, 2.269316037495931, 2.269408106803894, 2.2691972255706787, 2.2691694100697837, 2.26915450890859, 2.2691226800282793, 2.2689258654912314]",15.65,17.89
128,0.01,SGD,1000,CrossEntropyLoss(),0.5,"[2.2685985962549844, 2.2685974438985186, 2.268598119417826, 2.2685989538828535, 2.268597364425659, 2.268596649169922, 2.2685972452163696, 2.268596847852071, 2.2685981194178266, 2.268596887588501]",15.65,17.89
129,0.001,Adam,1000,CrossEntropyLoss(),0.5,"[2.268630663553874, 2.2685972054799395, 2.268592596054077, 2.2685941060384116, 2.2685908873875937, 2.2685934702555337, 2.268590251604716, 2.2685881455739336, 2.2685952186584473, 2.26859184106191]",15.65,17.89
130,0.001,RMSProp,1000,CrossEntropyLoss(),0.5,"[2.2688505252202353, 2.268693645795186, 2.2686872084935508, 2.2686779499053955, 2.26867938041687, 2.268672506014506, 2.268656571706136, 2.2686585585276284, 2.2686612208684287, 2.268624583880107]",15.65,17.89
131,0.001,SGD,1000,CrossEntropyLoss(),0.5,"[2.2685807943344116, 2.268580675125122, 2.268580595652262, 2.268580198287964, 2.268580595652262, 2.268580436706543, 2.268580913543701, 2.268580039342244, 2.268580714861552, 2.268580476442973]",15.65,17.89
132,10.0,Adam,1000,CrossEntropyLoss(),0.5,"[5.506171147028605, 7.578728357950846, 4.631704171498617, 3.9244938294092813, 3.158830404281616, 2.6925135850906368, 2.569416125615438, 2.458730181058248, 2.407286326090495, 2.354048172632853]",15.65,17.89
133,10.0,RMSProp,1000,CrossEntropyLoss(),0.5,"[43.48200289408366, 128.91200637817383, 74.47763697306314, 46.16502634684245, 31.188953081766762, 21.513970057169598, 19.636027495066326, 15.732646942138672, 15.500733852386476, 17.91736364364624]",15.65,17.89
134,10.0,SGD,1000,CrossEntropyLoss(),0.5,"[9.813358545303345, 5.988715012868245, 4.104394833246866, 2.598485827445984, 2.272802472114563, 2.278887947400411, 2.273064057032267, 2.2737675110499063, 2.2715884844462075, 2.275174935658773]",15.65,17.89
